"human_name","human_ID","mouse_ID","drosophila_ID","baboon_ID","rat_ID","zebrafish_ID","anopheles_ID","aedes_ID","cflo_ID"
NA,"HIST2H2AA3","ENSMUSG00000040213","FBgn0037955","ENSPANG00000019051","ENSRNOG00000004861","ENSDARG00000091770","AGAP007218","AAEL002660",NA
NA,"HIST2H2AA4","ENSMUSG00000028271","FBgn0004915","ENSPANG00000025175","ENSRNOG00000004861","ENSDARG00000104087","AAC29475.1",NA,NA
NA,"HIST2H2AA3","ENSMUSG00000004591","FBgn0020621","ENSPANG00000022915",NA,"ENSDARG00000086709","AGAP003360","AAEL007821",NA
NA,"HIST2H2AA4","ENSMUSG00000040151","FBgn0024230","ENSPANG00000015474","ENSRNOG00000007518","ENSDARG00000091525","AGAP008074",NA,NA
NA,"HIST2H2AA3","ENSMUSG00000037072","FBgn0036745","ENSPANG00000016953","ENSRNOG00000008868","ENSDARG00000094154","AGAP006569","AAEL002173",NA
NA,"HIST2H2AA4","ENSMUSG00000037062","FBgn0034433","ENSPANG00000007920","ENSRNOG00000009290","ENSDARG00000068941","AGAP000534","AAEL002528",NA
NA,"HIST2H2AA3","ENSMUSG00000074182","FBgn0030406","ENSPANG00000019107","ENSRNOG00000005256","ENSDARG00000097836","AGAP000534","AAEL012950",NA
NA,"HIST2H2AA4","ENSMUSG00000028194","FBgn0030467","ENSPANG00000019148","ENSRNOG00000054695","ENSDARG00000097258","AGAP010147","AAEL001314",NA
NA,"HIST2H2AA3","ENSMUSG00000043020","FBgn0035799","ENSPANG00000025379","ENSRNOG00000054695","ENSDARG00000104944","AGAP001380","AAEL014255",NA
NA,"HIST2H2AA4","ENSMUSG00000036853","FBgn0262516","ENSPANG00000020441","ENSRNOG00000030790","ENSDARG00000097020","AGAP007714","AAEL004812",NA
NA,"HIST2H2AA3","ENSMUSG00000036853","FBgn0261361","ENSPANG00000020623","ENSRNOG00000005308","ENSDARG00000097785","AGAP012144","AAEL010480",NA
NA,"HIST2H2AA4","ENSMUSG00000011008","FBgn0262516","ENSPANG00000020523","ENSRNOG00000007416","ENSDARG00000077587","AGAP009094","AAEL014817",NA
NA,"HIST2H2AA3","ENSMUSG00000011008","FBgn0261361",NA,"ENSRNOG00000007883","ENSDARG00000070282","AGAP012145","AAEL001166",NA
NA,"HIST2H2AA4","ENSMUSG00000028187","FBgn0032408","ENSPANG00000018214","ENSRNOG00000008825","ENSDARG00000095340","AGAP008433","AAEL001421",NA
NA,"HIST2H2AA3","ENSMUSG00000028186","FBgn0003961","ENSPANG00000024407","ENSRNOG00000028215","ENSDARG00000051737",NA,"AAEL005493",NA
NA,"HIST2H2AA4","ENSMUSG00000005034","FBgn0000273","ENSPANG00000022742","ENSRNOG00000008467","ENSDARG00000070287","AGAP000927","AAEL012659",NA
NA,"HIST2H2AA3","ENSMUSG00000039131","FBgn0010504","ENSPANG00000022984","ENSRNOG00000058658","ENSDARG00000096596","AGAP012695","AAEL007228",NA
NA,"HIST2H2AA4","ENSMUSG00000028035","FBgn0031322","ENSPANG00000022921","ENSRNOG00000009155","ENSDARG00000103819","AGAP008821","AAEL001246",NA
NA,"HIST2H2AA3","ENSMUSG00000028035","FBgn0263106","ENSPANG00000022905","ENSRNOG00000010379","ENSDARG00000098970","AGAP006477","AAEL004983",NA
NA,"HIST2H2AA4","ENSMUSG00000025437","FBgn0033916","ENSPANG00000021384","ENSRNOG00000010379","ENSDARG00000101720","AGAP007638","AAEL008950",NA
NA,"HIST2H2AA3","ENSMUSG00000039058","FBgn0022709","ENSPANG00000007300","ENSRNOG00000011208","ENSDARG00000105508","AGAP006270","AAEL005321",NA
NA,"HIST2H2AA4","ENSMUSG00000039047","FBgn0023545","ENSPANG00000023005","ENSRNOG00000011414","ENSDARG00000105459","AGAP006064","AAEL001048",NA
NA,"HIST2H2AA3","ENSMUSG00000038975","FBgn0028970","ENSPANG00000022748","ENSRNOG00000011981","ENSDARG00000105374","AGAP001357","AAEL002938",NA
NA,"HIST2H2AA4","ENSMUSG00000062908","FBgn0035811","ENSPANG00000003450","ENSRNOG00000012568","ENSDARG00000105418","AGAP004152",NA,NA
NA,"HIST2H2AA3","ENSMUSG00000040037","FBgn0031837",NA,"ENSRNOG00000013594","ENSDARG00000105345","AGAP005331","AAEL007765",NA
NA,"HIST2H2AA4","ENSMUSG00000040037","FBgn0000071","ENSPANG00000008665","ENSRNOG00000014429","ENSDARG00000105484","AGAP007925","AAEL007765",NA
NA,"HIST2H2AA3","ENSMUSG00000040037","FBgn0039617","ENSPANG00000025940","ENSRNOG00000015285","ENSDARG00000105359","AGAP011116","AAEL007765",NA
NA,"HIST2H2AA4","ENSMUSG00000028180","FBgn0034750","ENSPANG00000023561","ENSRNOG00000016067","ENSDARG00000091770","AGAP004488","AAEL007765",NA
NA,"HIST2H2AA3","ENSMUSG00000028179","FBgn0000566","ENSPANG00000023478","ENSRNOG00000016610","ENSDARG00000104087","AGAP010872",NA,NA
NA,"HIST2H2AA4","ENSMUSG00000039988","FBgn0034304","ENSPANG00000026024","ENSRNOG00000043204","ENSDARG00000086709",NA,NA,NA
NA,"HIST2H2AA3","ENSMUSG00000055436","FBgn0024285","ENSPANG00000024471","ENSRNOG00000017737","ENSDARG00000091525","AGAP011152",NA,NA
NA,"HIST2H2AA4","ENSMUSG00000063052","FBgn0028487","ENSPANG00000011485","ENSRNOG00000006539","ENSDARG00000094154","AGAP007636",NA,NA
NA,"HIST2H2AA3","ENSMUSG00000028174","FBgn0002937","ENSPANG00000016020","ENSRNOG00000007732","ENSDARG00000068941","AGAP004592",NA,NA
NA,"HIST2H2AA4","ENSMUSG00000028173","FBgn0036141","ENSPANG00000010539","ENSRNOG00000008944","ENSDARG00000097836","AGAP008725",NA,NA
NA,"HIST2H2AA3","ENSMUSG00000028232","FBgn0085377","ENSPANG00000005578","ENSRNOG00000009630","ENSDARG00000097258","AGAP006132",NA,NA
NA,"HIST2H2AA4","ENSMUSG00000028234","FBgn0019936","ENSPANG00000006011","ENSRNOG00000009689","ENSDARG00000104944","AGAP006417","AAEL007765",NA
NA,"HIST2H2AA3","ENSMUSG00000042198","FBgn0040634",NA,"ENSRNOG00000004639","ENSDARG00000097020","AGAP006418","AAEL007765",NA
NA,"HIST2H2AA4","ENSMUSG00000068240","FBgn0003941","ENSPANG00000024017","ENSRNOG00000007446","ENSDARG00000097785","AAL68778.1","AAEL007765",NA
NA,"HIST2H2AA3","ENSMUSG00000028236","FBgn0031630","ENSPANG00000015004","ENSRNOG00000008364","ENSDARG00000077587","AGAP006443","AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000028236","FBgn0032910","ENSPANG00000024016","ENSRNOG00000008510","ENSDARG00000070282","AGAP010550",NA,NA
NA,"HIST2H3A","ENSMUSG00000071019","FBgn0031630","ENSPANG00000024708","ENSRNOG00000009401","ENSDARG00000095340","AGAP008109",NA,NA
NA,"HIST2H3A","ENSMUSG00000071019","FBgn0032910","ENSPANG00000020341","ENSRNOG00000009401","ENSDARG00000051737","AGAP000356",NA,NA
NA,"HIST2H3A","ENSMUSG00000066324","FBgn0030465",NA,"ENSRNOG00000012089","ENSDARG00000070287","AGAP000485",NA,NA
NA,"HIST2H3A","ENSMUSG00000047187","FBgn0014009","ENSPANG00000007683","ENSRNOG00000042576","ENSDARG00000096596","AGAP002569",NA,NA
NA,"HIST2H3A","ENSMUSG00000049969","FBgn0025381","ENSPANG00000005204",NA,"ENSDARG00000103819","AGAP007643",NA,NA
NA,"HIST2H3A","ENSMUSG00000050323","FBgn0030352",NA,"ENSRNOG00000012738","ENSDARG00000098970","AGAP001975","AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000040738","FBgn0025830","ENSPANG00000016080","ENSRNOG00000013452","ENSDARG00000101720","AGAP008540","AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000040720","FBgn0003977","ENSPANG00000023609","ENSRNOG00000016146","ENSDARG00000105508",NA,"AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000049225","FBgn0029958","ENSPANG00000011823","ENSRNOG00000004829","ENSDARG00000105459","AGAP006238","AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000049488","FBgn0038814","ENSPANG00000010242","ENSRNOG00000004842","ENSDARG00000105374","AGAP009095",NA,NA
NA,"HIST2H3A","ENSMUSG00000006586","FBgn0005636","ENSPANG00000007202","ENSRNOG00000004863","ENSDARG00000105418","AGAP009070",NA,NA
NA,"HIST2H3A","ENSMUSG00000040550","FBgn0026738","ENSPANG00000006365","ENSRNOG00000004926","ENSDARG00000105345","AGAP011933",NA,NA
NA,"HIST2H3A","ENSMUSG00000028221","FBgn0036058","ENSPANG00000007681","ENSRNOG00000045698","ENSDARG00000105484","AGAP011498",NA,NA
NA,"HIST2H3A","ENSMUSG00000028222","FBgn0004580","ENSPANG00000009666","ENSRNOG00000059519","ENSDARG00000105359",NA,NA,NA
NA,"HIST2H3A","ENSMUSG00000073988","FBgn0032785","ENSPANG00000004371","ENSRNOG00000059519","ENSDARG00000091770","AGAP009236",NA,NA
NA,"HIST2H3A","ENSMUSG00000073987","FBgn0263607","ENSPANG00000004371","ENSRNOG00000059519","ENSDARG00000104087","AGAP007054","AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000055761","FBgn0085442","ENSPANG00000018602","ENSRNOG00000005184","ENSDARG00000086709","AGAP007055","AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000028252","FBgn0004597","ENSPANG00000018230","ENSRNOG00000005196","ENSDARG00000091525",NA,"AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000028251","FBgn0001228","ENSPANG00000025527","ENSRNOG00000005196","ENSDARG00000094154",NA,"AAEL007765",NA
NA,"HIST2H3A","ENSMUSG00000028251","FBgn0038080","ENSPANG00000007699","ENSRNOG00000005719","ENSDARG00000068941","AGAP007476",NA,NA
NA,"HIST2H3A","ENSMUSG00000028251","FBgn0039145","ENSPANG00000007659","ENSRNOG00000005884","ENSDARG00000097836",NA,NA,NA
NA,"HIST2H3A","ENSMUSG00000040455","FBgn0029763","ENSPANG00000004679","ENSRNOG00000006645","ENSDARG00000097258","AGAP003374",NA,NA
NA,NA,"ENSMUSG00000028248","FBgn0051211","ENSPANG00000004370","ENSRNOG00000008912","ENSDARG00000104944","AGAP007476",NA,NA
NA,NA,"ENSMUSG00000028247","FBgn0032922","ENSPANG00000003025","ENSRNOG00000004730","ENSDARG00000097020","AGAP008906",NA,NA
NA,NA,"ENSMUSG00000040410","FBgn0030555","ENSPANG00000003025","ENSRNOG00000005209","ENSDARG00000097785","AGAP010711","AAEL005321",NA
NA,NA,"ENSMUSG00000045751","FBgn0023513","ENSPANG00000003023","ENSRNOG00000005366","ENSDARG00000077587","AGAP011084","AAEL008508",NA
NA,NA,"ENSMUSG00000028261","FBgn0037777","ENSPANG00000006158","ENSRNOG00000006027","ENSDARG00000070282","AGAP009446","AAEL004291",NA
NA,NA,"ENSMUSG00000028259","FBgn0050178","ENSPANG00000009407","ENSRNOG00000007512","ENSDARG00000095340","AGAP006937","AAEL005211",NA
NA,NA,"ENSMUSG00000040359","FBgn0037467","ENSPANG00000005703","ENSRNOG00000009421","ENSDARG00000051737","AGAP009703","AAEL004370",NA
NA,NA,"ENSMUSG00000028289","FBgn0025936","ENSPANG00000010409","ENSRNOG00000010528","ENSDARG00000070287","AGAP010494","AAEL003108",NA
NA,NA,"ENSMUSG00000058006","FBgn0033661","ENSPANG00000026021","ENSRNOG00000037302","ENSDARG00000096596","AGAP009866","AAEL002362",NA
NA,NA,"ENSMUSG00000045854","FBgn0259832","ENSPANG00000008705","ENSRNOG00000012368","ENSDARG00000103819","AGAP009866","AAEL013844",NA
NA,NA,"ENSMUSG00000028278","FBgn0033272","ENSPANG00000024864","ENSRNOG00000012528","ENSDARG00000098970","AGAP001737","AAEL009214",NA
NA,NA,"ENSMUSG00000028274","FBgn0030556","ENSPANG00000005002","ENSRNOG00000013689","ENSDARG00000101720","AGAP008184",NA,NA
NA,NA,"ENSMUSG00000028291","FBgn0082598","ENSPANG00000012017","ENSRNOG00000014483","ENSDARG00000105508",NA,"AAEL007572",NA
NA,NA,"ENSMUSG00000040044","FBgn0005654","ENSPANG00000003664","ENSRNOG00000004742","ENSDARG00000105459","AGAP006946","AAEL005744",NA
NA,NA,"ENSMUSG00000028292","FBgn0037526","ENSPANG00000016007",NA,"ENSDARG00000105374",NA,"AAEL012310",NA
NA,NA,"ENSMUSG00000028294","FBgn0034532","ENSPANG00000004165","ENSRNOG00000005483","ENSDARG00000105418",NA,"AAEL013677",NA
NA,NA,"ENSMUSG00000073910","FBgn0259482","ENSPANG00000019171","ENSRNOG00000050072","ENSDARG00000105345","AGAP002776","AAEL006591",NA
NA,NA,"ENSMUSG00000028405","FBgn0024957","ENSPANG00000015777","ENSRNOG00000007584","ENSDARG00000105484","AGAP012690",NA,NA
NA,NA,"ENSMUSG00000028405","FBgn0024958","ENSPANG00000011928","ENSRNOG00000008316","ENSDARG00000105359","AAT07301.1","AAEL012546",NA
NA,NA,"ENSMUSG00000028410","FBgn0038145","ENSPANG00000011662","ENSRNOG00000050552","ENSDARG00000091770","AGAP010898","AAEL011518",NA
NA,NA,"ENSMUSG00000028409","FBgn0038666",NA,"ENSRNOG00000050552","ENSDARG00000104087","AGAP012373","AAEL002748",NA
NA,NA,"ENSMUSG00000028419","FBgn0036740","ENSPANG00000000311","ENSRNOG00000009143","ENSDARG00000086709",NA,"AAEL013132",NA
NA,NA,"ENSMUSG00000028423","FBgn0001978",NA,"ENSRNOG00000048310","ENSDARG00000091525","AGAP003350","AAEL013994",NA
NA,NA,"ENSMUSG00000028430","FBgn0261286",NA,"ENSRNOG00000047427","ENSDARG00000094154",NA,"AAEL009402",NA
NA,NA,"ENSMUSG00000036241","FBgn0036516","ENSPANG00000014874","ENSRNOG00000037207","ENSDARG00000068941",NA,"AAEL009412",NA
NA,NA,"ENSMUSG00000028433","FBgn0020279","ENSPANG00000007093",NA,"ENSDARG00000097836","AGAP007809",NA,NA
NA,NA,"ENSMUSG00000028436","FBgn0037980","ENSPANG00000014429","ENSRNOG00000012798","ENSDARG00000097258","ABA56309.1",NA,NA
NA,NA,"ENSMUSG00000028443","FBgn0051713","ENSPANG00000009344",NA,"ENSDARG00000104944","AGAP000391",NA,NA
NA,NA,"ENSMUSG00000046312","FBgn0261575","ENSPANG00000002663",NA,"ENSDARG00000097020","AGAP008027","AAEL008067",NA
NA,NA,"ENSMUSG00000061322","FBgn0034566","ENSPANG00000015776","ENSRNOG00000015703","ENSDARG00000097785",NA,"AAEL003140",NA
NA,NA,"ENSMUSG00000036114","FBgn0033092","ENSPANG00000026072","ENSRNOG00000014436","ENSDARG00000077587",NA,"AAEL006958",NA
NA,NA,"ENSMUSG00000036073","FBgn0263200","ENSPANG00000010162","ENSRNOG00000014436","ENSDARG00000070282",NA,"AAEL008340",NA
NA,NA,"ENSMUSG00000036052","FBgn0031322","ENSPANG00000002755","ENSRNOG00000016189","ENSDARG00000095340",NA,"AAEL000386",NA
NA,NA,"ENSMUSG00000036052","FBgn0263106","ENSPANG00000018029","ENSRNOG00000016459","ENSDARG00000051737",NA,NA,NA
NA,NA,"ENSMUSG00000028452","FBgn0261014","ENSPANG00000026271","ENSRNOG00000021954","ENSDARG00000070287",NA,"AAEL009765",NA
NA,NA,"ENSMUSG00000028454","FBgn0034346","ENSPANG00000002292","ENSRNOG00000017291","ENSDARG00000096596",NA,"AAEL011233",NA
NA,NA,"ENSMUSG00000028455","FBgn0034936","ENSPANG00000019840","ENSRNOG00000017291","ENSDARG00000103819","AGAP007389",NA,NA
NA,NA,"ENSMUSG00000042788","FBgn0033610","ENSPANG00000007270","ENSRNOG00000017395","ENSDARG00000098970",NA,"AAEL005561",NA
NA,NA,"ENSMUSG00000028464","FBgn0004117","ENSPANG00000011976","ENSRNOG00000033348","ENSDARG00000101720",NA,"AAEL003066",NA
NA,NA,"ENSMUSG00000028465","FBgn0260442",NA,"ENSRNOG00000000170","ENSDARG00000105508",NA,"AAEL003056",NA
NA,NA,"ENSMUSG00000028467","FBgn0028916","ENSPANG00000010660","ENSRNOG00000000172","ENSDARG00000105459",NA,"AAEL003066",NA
NA,NA,"ENSMUSG00000028468","FBgn0037297",NA,"ENSRNOG00000005258","ENSDARG00000105374","AGAP005423","AAEL003056",NA
NA,NA,"ENSMUSG00000028476","FBgn0036463","ENSPANG00000023494","ENSRNOG00000005367","ENSDARG00000105418","AGAP009702",NA,NA
NA,NA,"ENSMUSG00000028480","FBgn0051482","ENSPANG00000011684","ENSRNOG00000017412","ENSDARG00000105345","AGAP007687","AAEL008058",NA
NA,NA,"ENSMUSG00000028478","FBgn0024814","ENSPANG00000015658","ENSRNOG00000007221","ENSDARG00000105484","AGAP004758","AAEL014717",NA
NA,NA,"ENSMUSG00000035637","FBgn0037370","ENSPANG00000011932","ENSRNOG00000008744","ENSDARG00000105359","AGAP004993","AAEL006621",NA
NA,"TXNIP","ENSMUSG00000028322","FBgn0260648","ENSPANG00000011300","ENSRNOG00000009289","ENSDARG00000091770","AGAP009431",NA,NA
NA,NA,"ENSMUSG00000045973","FBgn0039741","ENSPANG00000018502","ENSRNOG00000009593","ENSDARG00000104087","AGAP008712",NA,NA
"LIX1-like protein","LIX1L","ENSMUSG00000028328","FBgn0082582","ENSPANG00000011683",NA,"ENSDARG00000086709","AGAP012361","AAEL007209","LOC105252803"
"RNA-binding protein 8A","RBM8A","ENSMUSG00000028330","FBgn0022942","ENSPANG00000006960","ENSRNOG00000010262","ENSDARG00000091525","AGAP000951",NA,"LOC105251321"
"peroxisomal membrane protein 11B isoform 1","PEX11B","ENSMUSG00000028329","FBgn0004832",NA,"ENSRNOG00000012051","ENSDARG00000094154","AGAP008942","AAEL015575","LOC105251190"
"DNA-directed RNA polymerase III subunit RPC3 isoform 2, DNA-directed RNA polymerase III subunit RPC3 isoform 1","POLR3C","ENSMUSG00000028333","FBgn0034282",NA,"ENSRNOG00000012157","ENSDARG00000068941",NA,"AAEL004441","LOC105254441"
"E3 ubiquitin-protein ligase RNF115","RNF115","ENSMUSG00000028334","FBgn0038045",NA,"ENSRNOG00000012638","ENSDARG00000097836","AGAP006462","AAEL010850","LOC105252185"
"Golgi pH regulator A isoform 1, Golgi pH regulator A isoform 2, Golgi pH regulator A isoform X1, Golgi pH regulator A isoform X2","GPR89A","ENSMUSG00000039809","FBgn0027575","ENSPANG00000011931","ENSRNOG00000013887","ENSDARG00000097258","AGAP000634","AAEL010850","LOC105258937"
"Golgi pH regulator B isoform 1, Golgi pH regulator B isoform 2, Golgi pH regulator B isoform X1","GPR89B","ENSMUSG00000039740","FBgn0035401","ENSPANG00000010942","ENSRNOG00000013906","ENSDARG00000104944","AGAP004586","AAEL011280","LOC105258937"
"5'-AMP-activated protein kinase subunit beta-2","PRKAB2","ENSMUSG00000053317","FBgn0010638","ENSPANG00000012208","ENSRNOG00000013974","ENSDARG00000097020","AGAP002111","AAEL010510","LOC105255812"
NA,"PDE4DIP","ENSMUSG00000061455","FBgn0035540","ENSPANG00000010164","ENSRNOG00000014710","ENSDARG00000097785","AGAP005364","AAEL005304",NA
"vesicle-trafficking protein SEC22b precursor","SEC22B","ENSMUSG00000028343","FBgn0030734","ENSPANG00000011682","ENSRNOG00000015192","ENSDARG00000077587","AGAP004868",NA,"LOC105251565"
"neurogenic locus notch homolog protein 2 isoform 1 preproprotein","NOTCH2","ENSMUSG00000028307","FBgn0039425","ENSPANG00000011682","ENSRNOG00000032778","ENSDARG00000070282","AGAP005640","AAEL008915","LOC105258184"
NA,"HMGCS2","ENSMUSG00000028309","FBgn0086694","ENSPANG00000006534","ENSRNOG00000016965","ENSDARG00000095340","AGAP009035","AAEL003528",NA
NA,NA,"ENSMUSG00000028312","FBgn0027783","ENSPANG00000007040","ENSRNOG00000017443","ENSDARG00000051737",NA,NA,NA
NA,NA,"ENSMUSG00000015243","FBgn0036747",NA,"ENSRNOG00000018349","ENSDARG00000070287",NA,"AAEL013980",NA
NA,NA,"ENSMUSG00000015243","FBgn0031170","ENSPANG00000020110","ENSRNOG00000018567","ENSDARG00000096596","AGAP010836","AAEL013980",NA
NA,NA,"ENSMUSG00000028412","FBgn0035523","ENSPANG00000011297","ENSRNOG00000006961","ENSDARG00000103819","AGAP004868","AAEL003382",NA
NA,NA,"ENSMUSG00000028420","FBgn0030745","ENSPANG00000010405","ENSRNOG00000007128","ENSDARG00000098970","AGAP006570","AAEL010966",NA
NA,NA,"ENSMUSG00000028426","FBgn0026777","ENSPANG00000011660","ENSRNOG00000007316","ENSDARG00000101720","AGAP002659","AAEL001705",NA
NA,NA,"ENSMUSG00000028431","FBgn0037926","ENSPANG00000011660","ENSRNOG00000021222","ENSDARG00000105508","AGAP009807","AAEL003882",NA
NA,NA,"ENSMUSG00000038827","FBgn0260464","ENSPANG00000013259","ENSRNOG00000021224","ENSDARG00000105459",NA,"AAEL012209",NA
"WD repeat-containing protein 3","WDR3","ENSMUSG00000038816","FBgn0029105","ENSPANG00000010406","ENSRNOG00000021230","ENSDARG00000105374",NA,"AAEL002645","LOC105258137"
"ganglioside-induced differentiation-associated protein 2 isoform b, ganglioside-induced differentiation-associated protein 2 isoform a","GDAP2","ENSMUSG00000055296","FBgn0037536","ENSPANG00000012205","ENSRNOG00000021233","ENSDARG00000105418",NA,"AAEL003481","LOC105254753"
"terminal nucleotidyltransferase 5C","TENT5C","ENSMUSG00000038764","FBgn0261985","ENSPANG00000017118","ENSRNOG00000021240","ENSDARG00000105345","AGAP007620","AAEL000858","LOC105257057"
"mannosyl-oligosaccharide 1,2-alpha-mannosidase IB isoform X3, mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, mannosyl-oligosaccharide 1,2-alpha-mannosidase IB isoform X1","MAN1A2","ENSMUSG00000028367","FBgn0040070","ENSPANG00000017118","ENSRNOG00000021245","ENSDARG00000105484","AGAP007724","AAEL009059","LOC105253951, LOC105254509"
"sodium/potassium-transporting ATPase subunit alpha-1 isoform a, sodium/potassium-transporting ATPase subunit alpha-1 isoform c, sodium/potassium-transporting ATPase subunit alpha-1 isoform d, sodium/potassium-transporting ATPase subunit alpha-1 isoform X1","ATP1A1","ENSMUSG00000028367","FBgn0029752","ENSPANG00000016946","ENSRNOG00000021247","ENSDARG00000105359","AGAP001026","AAEL004859","LOC105252935"
"vang-like protein 1 isoform 2, vang-like protein 1 isoform 1","VANGL1","ENSMUSG00000050812","FBgn0033698","ENSPANG00000016946","ENSRNOG00000025295","ENSDARG00000091770","AGAP007739","AAEL013458","LOC105259323"
NA,"TSPAN2","ENSMUSG00000070972","FBgn0030658","ENSPANG00000012600","ENSRNOG00000025286","ENSDARG00000104087","AGAP005796","AAEL004201",NA
"cold shock domain-containing protein E1 isoform 1, cold shock domain-containing protein E1 isoform 3, cold shock domain-containing protein E1 isoform 4, cold shock domain-containing protein E1 isoform 2","CSDE1","ENSMUSG00000028381","FBgn0067102","ENSPANG00000012600","ENSRNOG00000021262","ENSDARG00000086709","AGAP010687","AAEL004168","LOC105255646"
"GTPase NRas","NRAS","ENSMUSG00000028382","FBgn0011224","ENSPANG00000005885","ENSRNOG00000021264","ENSDARG00000091525","AGAP011284","AAEL014297","LOC105259246"
"pre-mRNA-splicing factor SPF27","BCAS2","ENSMUSG00000028383","FBgn0039537","ENSPANG00000006224","ENSRNOG00000021265","ENSDARG00000090149",NA,"AAEL011204","LOC105249960"
NA,"TRIM33","ENSMUSG00000028386","FBgn0033388","ENSPANG00000017679","ENSRNOG00000021270","ENSDARG00000087543","AGAP009788","AAEL008309",NA
"cysteine protease ATG4A isoform a","ATG4A","ENSMUSG00000066150","FBgn0062413","ENSPANG00000019006","ENSRNOG00000021274","ENSDARG00000097103",NA,"AAEL012054","LOC105248882"
NA,"PHTF1","ENSMUSG00000066148","FBgn0036733","ENSPANG00000010022","ENSRNOG00000021274","ENSDARG00000089737","AGAP001802",NA,NA
NA,"LRIG2","ENSMUSG00000038422","FBgn0029712","ENSPANG00000017577","ENSRNOG00000004601","ENSDARG00000087670","AGAP008687","AAEL005629",NA
