"mouse_ID","drosophila_ID","orthotype_mouse_drosophila","omagroup_mouse_drosophila"
"ENSMUSG00000033059","FBgn0004507","n:1",NA
"ENSMUSG00000032046","FBgn0034419","1:1",548261
"ENSMUSG00000027454","FBgn0035194","1:1",842415
"ENSMUSG00000053916","FBgn0029801","n:1",NA
"ENSMUSG00000027455","FBgn0033179","1:1",681115
"ENSMUSG00000032966","FBgn0013954","1:1",750346
"ENSMUSG00000032869","FBgn0033669","1:1",843217
"ENSMUSG00000027460","FBgn0035452","1:1",NA
"ENSMUSG00000027463","FBgn0039882","1:1",796189
"ENSMUSG00000032802","FBgn0030876","1:1",731365
"ENSMUSG00000074698","FBgn0264492","n:1",NA
"ENSMUSG00000027465","FBgn0040005","1:1",NA
"ENSMUSG00000019188","FBgn0031260","1:1",696131
"ENSMUSG00000042814","FBgn0029833","n:1",NA
"ENSMUSG00000009876","FBgn0032833","n:m",NA
"ENSMUSG00000009876","FBgn0033020","n:m",794973
"ENSMUSG00000027472","FBgn0033467","1:1",495123
"ENSMUSG00000068040","FBgn0028541","1:1",531080
"ENSMUSG00000046020","FBgn0033901","1:1",831921
"ENSMUSG00000027475","FBgn0004381","n:1",NA
"ENSMUSG00000027479","FBgn0027066","1:1",641063
"ENSMUSG00000027487","FBgn0037816","1:1",866022
"ENSMUSG00000038533","FBgn0005636","n:1",NA
"ENSMUSG00000038467","FBgn0086656","1:1",834316
"ENSMUSG00000098640","FBgn0014026","n:1",NA
"ENSMUSG00000074656","FBgn0004926","1:1",849777
"ENSMUSG00000027597","FBgn0014455","n:1",NA
"ENSMUSG00000047459","FBgn0024196","n:1",NA
"ENSMUSG00000038383","FBgn0032052","1:1",547083
"ENSMUSG00000027605","FBgn0012034","1:1",546830
"ENSMUSG00000027610","FBgn0030882","1:m",856843
"ENSMUSG00000027610","FBgn0052495","1:m",NA
"ENSMUSG00000074652","FBgn0264695","n:1",NA
"ENSMUSG00000027613","FBgn0034915","1:1",847545
"ENSMUSG00000005882","FBgn0035722","1:1",844880
"ENSMUSG00000005881","FBgn0036489","1:1",542410
"ENSMUSG00000027618","FBgn0032393","1:1",785299
"ENSMUSG00000067847","FBgn0036488","1:1",837002
"ENSMUSG00000027620","FBgn0031883","1:1",547232
"ENSMUSG00000027628","FBgn0038590","1:1",736762
"ENSMUSG00000067818","FBgn0003514","n:1",547495
"ENSMUSG00000027637","FBgn0033209","1:1",NA
"ENSMUSG00000027634","FBgn0043070","n:1",NA
"ENSMUSG00000027641","FBgn0015799","n:1",NA
"ENSMUSG00000027642","FBgn0034277","1:1",542462
"ENSMUSG00000027646","FBgn0264959","n:1",NA
"ENSMUSG00000067787","FBgn0040239","1:1",764248
"ENSMUSG00000027649","FBgn0037644","1:1",796706
"ENSMUSG00000027650","FBgn0037741","1:1",824585
"ENSMUSG00000027651","FBgn0035318","n:1",651153
"ENSMUSG00000027652","FBgn0085437","1:1",685711
"ENSMUSG00000037771","FBgn0033911","1:1",547667
"ENSMUSG00000037761","FBgn0038576","1:1",856125
"ENSMUSG00000027655","FBgn0031631","1:1",846761
"ENSMUSG00000070544","FBgn0004924","1:1",811670
"ENSMUSG00000016933","FBgn0003416","n:1",767393
"ENSMUSG00000027412","FBgn0263593","n:1",NA
"ENSMUSG00000016921","FBgn0004587","n:1",548746
"ENSMUSG00000017858","FBgn0031829","1:1",835189
"ENSMUSG00000017943","FBgn0035587","n:1",839870
"ENSMUSG00000078949","FBgn0052679","n:1",NA
"ENSMUSG00000017707","FBgn0028399","n:1",738166
"ENSMUSG00000018326","FBgn0004907","n:1",NA
"ENSMUSG00000045503","FBgn0037603","1:1",854333
"ENSMUSG00000017721","FBgn0030035","1:1",811736
"ENSMUSG00000074596","FBgn0085305","1:1",NA
"ENSMUSG00000001403","FBgn0264848","1:1",547155
"ENSMUSG00000050373","FBgn0031457","n:1",NA
"ENSMUSG00000039873","FBgn0035059","1:1",303675
"ENSMUSG00000039849","FBgn0037021","1:1",818494
"ENSMUSG00000017740","FBgn0261794","n:1",NA
"ENSMUSG00000017664","FBgn0035449","1:1",778642
"ENSMUSG00000017670","FBgn0032409","n:1",NA
"ENSMUSG00000018459","FBgn0036816","n:m",NA
"ENSMUSG00000018459","FBgn0064119","n:m",NA
"ENSMUSG00000018459","FBgn0260466","n:m",NA
"ENSMUSG00000039725","FBgn0035590","n:1",NA
"ENSMUSG00000039671","FBgn0039863","1:1",NA
"ENSMUSG00000006800","FBgn0040271","n:1",NA
"ENSMUSG00000042854","FBgn0035590","n:1",843412
"ENSMUSG00000074582","FBgn0028538","n:1",NA
"ENSMUSG00000002718","FBgn0022213","1:1",865414
"ENSMUSG00000017999","FBgn0021995","1:1",NA
"ENSMUSG00000039463","FBgn0026787","1:1",547220
"ENSMUSG00000078923","FBgn0035601","n:1",851391
"ENSMUSG00000090213","FBgn0032850","1:1",689019
"ENSMUSG00000044641","FBgn0026192","n:1",845697
"ENSMUSG00000093752","FBgn0032799","n:1",NA
"ENSMUSG00000078919","FBgn0032799","n:1",489823
"ENSMUSG00000074576","FBgn0032054","1:1",755015
"ENSMUSG00000027546","FBgn0051729","n:1",NA
"ENSMUSG00000052056","FBgn0262636","1:1",NA
"ENSMUSG00000052033","FBgn0035603","1:1",804307
"ENSMUSG00000027495","FBgn0031504","1:1",NA
"ENSMUSG00000027496","FBgn0000147","n:1",547259
"ENSMUSG00000027498","FBgn0039867","1:1",547364
"ENSMUSG00000027502","FBgn0032290","1:1",848610
"ENSMUSG00000008999","FBgn0024234","n:1",NA
"ENSMUSG00000005883","FBgn0002716","1:1",857340
"ENSMUSG00000027509","FBgn0034646","1:1",845343
"ENSMUSG00000027513","FBgn0034356","n:m",NA
"ENSMUSG00000027513","FBgn0003067","n:m",862558
"ENSMUSG00000054455","FBgn0028379","n:1",NA
"ENSMUSG00000027522","FBgn0031106","1:1",795545
"ENSMUSG00000039263","FBgn0040493","1:1",690852
"ENSMUSG00000027523","FBgn0001123","n:1",498848
"ENSMUSG00000016253","FBgn0010416","1:1",816653
"ENSMUSG00000016257","FBgn0029161","n:1",750621
"ENSMUSG00000078899","FBgn0038047","n:1",NA
"ENSMUSG00000078897","FBgn0038047","n:1",NA
"ENSMUSG00000094475","FBgn0038047","n:1",NA
"ENSMUSG00000094932","FBgn0038047","n:1",NA
"ENSMUSG00000078886","FBgn0038047","n:1",NA
"ENSMUSG00000078881","FBgn0038047","n:1",NA
"ENSMUSG00000078880","FBgn0038047","n:1",NA
"ENSMUSG00000078877","FBgn0039329","n:1",NA
"ENSMUSG00000078868","FBgn0038047","n:1",NA
"ENSMUSG00000078867","FBgn0037584","n:1",NA
"ENSMUSG00000094786","FBgn0038047","n:1",NA
"ENSMUSG00000078864","FBgn0037584","n:1",NA
"ENSMUSG00000027566","FBgn0004066","n:1",NA
"ENSMUSG00000039069","FBgn0032031","1:1",866097
"ENSMUSG00000039050","FBgn0034951","n:1",NA
"ENSMUSG00000039041","FBgn0033886","n:1",846382
"ENSMUSG00000015647","FBgn0002526","n:1",NA
"ENSMUSG00000039001","FBgn0015521","1:1",796923
"ENSMUSG00000038963","FBgn0051634","1:1",548652
"ENSMUSG00000027569","FBgn0033341","1:1",549803
"ENSMUSG00000027573","FBgn0030944","1:1",755411
"ENSMUSG00000023393","FBgn0025684","1:1",547051
"ENSMUSG00000027574","FBgn0085442","n:1",NA
"ENSMUSG00000027575","FBgn0020655","1:1",495445
"ENSMUSG00000038685","FBgn0029798","1:1",744147
"ENSMUSG00000038671","FBgn0030088","1:1",775027
"ENSMUSG00000027582","FBgn0032169","1:1",516795
"ENSMUSG00000055882","FBgn0035519","n:1",NA
"ENSMUSG00000000827","FBgn0034345","n:1",NA
"ENSMUSG00000002455","FBgn0036828","1:1",546971
"ENSMUSG00000059540","FBgn0010422","n:1",NA
"ENSMUSG00000038628","FBgn0061362","1:1",859898
"ENSMUSG00000025255","FBgn0004607","n:1",845871
"ENSMUSG00000040374","FBgn0035876","1:1",761405
"ENSMUSG00000027506","FBgn0034345","n:1",NA
"ENSMUSG00000027531","FBgn0037063","n:1",NA
"ENSMUSG00000058921","FBgn0030638","1:1",733816
"ENSMUSG00000027552","FBgn0024371","n:1",NA
"ENSMUSG00000027555","FBgn0027844","n:1",NA
"ENSMUSG00000027556","FBgn0027844","n:1",NA
"ENSMUSG00000027562","FBgn0027844","n:1",NA
"ENSMUSG00000027606","FBgn0004179","1:1",NA
"ENSMUSG00000019528","FBgn0265191","1:1",734341
"ENSMUSG00000001865","FBgn0033241","1:1",539178
"ENSMUSG00000027630","FBgn0263933","n:1",547612
"ENSMUSG00000027699","FBgn0003041","1:1",728862
"ENSMUSG00000027695","FBgn0033075","n:1",655060
"ENSMUSG00000050192","FBgn0034967","n:1",NA
"ENSMUSG00000027702","FBgn0033369","1:1",NA
"ENSMUSG00000027706","FBgn0011584","1:1",785946
"ENSMUSG00000037643","FBgn0261854","1:1",548233
"ENSMUSG00000027668","FBgn0029870","n:1",NA
"ENSMUSG00000027671","FBgn0025716","n:1",784105
"ENSMUSG00000027673","FBgn0011455","1:1",854943
"ENSMUSG00000056900","FBgn0035402","n:1",516020
"ENSMUSG00000027676","FBgn0037276","1:1",547925
"ENSMUSG00000027680","FBgn0028734","n:1",803272
"ENSMUSG00000027679","FBgn0036173","1:1",680786
"ENSMUSG00000037400","FBgn0030746","n:m",NA
"ENSMUSG00000037400","FBgn0030747","n:m",523689
"ENSMUSG00000027708","FBgn0036510","n:1",NA
"ENSMUSG00000027709","FBgn0039877","1:1",854894
"ENSMUSG00000037270","FBgn0261671","1:1",836056
"ENSMUSG00000045031","FBgn0051802","1:1",NA
"ENSMUSG00000050174","FBgn0030668","1:1",NA
"ENSMUSG00000027722","FBgn0032450","1:1",NA
"ENSMUSG00000046743","FBgn0001075","1:1",548725
"ENSMUSG00000060798","FBgn0001259","1:1",849849
"ENSMUSG00000025757","FBgn0026418","n:1",NA
"ENSMUSG00000025758","FBgn0026371","1:1",547758
"ENSMUSG00000025759","FBgn0035767","1:1",548353
"ENSMUSG00000037818","FBgn0052112","1:1",728554
"ENSMUSG00000023087","FBgn0261808","1:1",NA
"ENSMUSG00000063273","FBgn0031020","n:1",675302
"ENSMUSG00000027742","FBgn0033401","1:1",851625
"ENSMUSG00000027746","FBgn0085220","1:1",860549
"ENSMUSG00000027748","FBgn0032593","n:1",548060
"ENSMUSG00000036632","FBgn0261020","1:1",489826
"ENSMUSG00000027799","FBgn0266098","n:1",791347
"ENSMUSG00000056947","FBgn0027546","n:m",NA
"ENSMUSG00000056947","FBgn0029003","n:m",823020
"ENSMUSG00000036513","FBgn0038586","1:1",689177
"ENSMUSG00000027806","FBgn0259176","n:1",NA
"ENSMUSG00000027808","FBgn0047135","n:1",NA
"ENSMUSG00000027810","FBgn0037135","1:1",847229
"ENSMUSG00000075700","FBgn0031670","1:1",854318
"ENSMUSG00000101860","FBgn0036143","1:1",529679
"ENSMUSG00000036894","FBgn0025806","n:1",NA
"ENSMUSG00000027770","FBgn0032883","1:1",846765
"ENSMUSG00000027822","FBgn0036662","1:1",547013
"ENSMUSG00000027823","FBgn0000239","1:1",700964
"ENSMUSG00000027827","FBgn0263220","n:1",NA
"ENSMUSG00000027828","FBgn0025700","1:1",845926
"ENSMUSG00000027829","FBgn0040394","1:1",547972
"ENSMUSG00000027831","FBgn0023001","1:1",804997
"ENSMUSG00000027774","FBgn0263133","1:1",863707
"ENSMUSG00000027775","FBgn0031636","1:m",547511
"ENSMUSG00000027775","FBgn0035763","1:m",NA
"ENSMUSG00000027778","FBgn0032891","1:1",833248
"ENSMUSG00000034349","FBgn0015391","1:1",547047
"ENSMUSG00000027782","FBgn0027338","n:1",515829
"ENSMUSG00000027787","FBgn0023542","1:1",862151
"ENSMUSG00000027835","FBgn0038331","1:1",834069
"ENSMUSG00000027804","FBgn0036020","1:1",547255
"ENSMUSG00000027809","FBgn0033465","1:1",646734
"ENSMUSG00000034009","FBgn0039354","n:1",549999
"ENSMUSG00000033981","FBgn0004619","n:m",NA
"ENSMUSG00000033981","FBgn0264000","n:m",770486
"ENSMUSG00000028011","FBgn0003965","1:1",834914
"ENSMUSG00000028008","FBgn0034730","n:m",544073
"ENSMUSG00000028008","FBgn0052792","n:m",NA
"ENSMUSG00000028005","FBgn0013973","1:1",552068
"ENSMUSG00000027998","FBgn0030365","1:1",547150
"ENSMUSG00000104043","FBgn0031980","n:1",NA
"ENSMUSG00000102805","FBgn0037884","n:1",NA
"ENSMUSG00000028085","FBgn0039153","1:1",790286
"ENSMUSG00000031286","FBgn0039639","n:1",767468
"ENSMUSG00000028081","FBgn0017545","1:1",838627
"ENSMUSG00000028080","FBgn0266098","n:1",NA
"ENSMUSG00000057777","FBgn0027546","n:m",823019
"ENSMUSG00000057777","FBgn0029003","n:m",NA
"ENSMUSG00000028078","FBgn0261387","1:1",548584
"ENSMUSG00000041734","FBgn0003285","n:1",NA
"ENSMUSG00000028073","FBgn0027594","n:1",NA
"ENSMUSG00000005640","FBgn0032752","1:1",NA
"ENSMUSG00000004895","FBgn0035249","1:1",NA
"ENSMUSG00000019710","FBgn0031651","1:1",861254
"ENSMUSG00000004896","FBgn0033240","1:1",849921
"ENSMUSG00000004891","FBgn0037810","1:1",NA
"ENSMUSG00000028069","FBgn0039829","1:1",549325
"ENSMUSG00000028070","FBgn0030178","1:1",637989
"ENSMUSG00000104445","FBgn0028699","n:1",NA
"ENSMUSG00000103766","FBgn0028699","n:1",NA
"ENSMUSG00000001416","FBgn0015019","1:1",636213
"ENSMUSG00000001415","FBgn0019890","1:1",845251
"ENSMUSG00000050144","FBgn0039223","1:1",498005
"ENSMUSG00000028063","FBgn0002525","n:m",NA
"ENSMUSG00000028063","FBgn0010397","n:m",548049
"ENSMUSG00000028062","FBgn0034350","1:1",659013
"ENSMUSG00000008604","FBgn0031057","n:1",NA
"ENSMUSG00000041355","FBgn0011016","1:1",850573
"ENSMUSG00000028057","FBgn0265605","n:1",NA
"ENSMUSG00000068922","FBgn0020272","1:1",530486
"ENSMUSG00000068921","FBgn0034727","1:1",514915
"ENSMUSG00000059743","FBgn0025373","1:1",858646
"ENSMUSG00000028051","FBgn0263397","1:1",NA
"ENSMUSG00000068917","FBgn0265998","1:1",547646
"ENSMUSG00000028048","FBgn0051148","1:m",NA
"ENSMUSG00000028048","FBgn0051414","1:m",512864
"ENSMUSG00000064068","FBgn0037710","n:1",NA
"ENSMUSG00000028047","FBgn0031850","n:1",NA
"ENSMUSG00000042747","FBgn0051460","1:1",542403
"ENSMUSG00000042737","FBgn0053977","1:1",496668
"ENSMUSG00000042672","FBgn0086916","1:1",767569
"ENSMUSG00000109293","FBgn0035099","1:1",767568
"ENSMUSG00000028044","FBgn0010314","n:m",846365
"ENSMUSG00000028044","FBgn0037613","n:m",NA
"ENSMUSG00000042626","FBgn0015296","n:1",843148
"ENSMUSG00000027952","FBgn0032811","1:1",850051
"ENSMUSG00000060671","FBgn0037989","n:1",523674
"ENSMUSG00000042520","FBgn0020279","n:1",NA
"ENSMUSG00000027940","FBgn0004117","n:1",NA
"ENSMUSG00000027939","FBgn0266580","n:1",NA
"ENSMUSG00000090733","FBgn0039300","n:1",NA
"ENSMUSG00000027937","FBgn0025820","1:1",851802
"ENSMUSG00000042404","FBgn0025864","n:1",NA
"ENSMUSG00000027933","FBgn0262117","1:1",671910
"ENSMUSG00000027931","FBgn0051183","1:1",554345
"ENSMUSG00000001016","FBgn0038046","1:1",269880
"ENSMUSG00000001018","FBgn0031455","1:1",832874
"ENSMUSG00000043165","FBgn0032285","n:1",NA
"ENSMUSG00000042165","FBgn0033886","n:1",NA
"ENSMUSG00000049593","FBgn0085196","1:1",NA
"ENSMUSG00000028150","FBgn0000448","n:1",NA
"ENSMUSG00000041912","FBgn0031401","1:1",850540
"ENSMUSG00000028140","FBgn0038319","1:1",803576
"ENSMUSG00000028136","FBgn0052758","1:1",810100
"ENSMUSG00000068877","FBgn0038115","n:1",NA
"ENSMUSG00000005779","FBgn0250746","1:1",865180
"ENSMUSG00000068874","FBgn0038115","n:1",838514
"ENSMUSG00000019338","FBgn0052767","1:1",NA
"ENSMUSG00000005625","FBgn0015283","1:1",842869
"ENSMUSG00000008958","FBgn0032321","1:1",547357
"ENSMUSG00000005628","FBgn0082582","n:1",NA
"ENSMUSG00000015711","FBgn0003116","1:1",846391
"ENSMUSG00000038619","FBgn0061515","n:1",NA
"ENSMUSG00000015850","FBgn0032252","n:1",NA
"ENSMUSG00000015748","FBgn0036915","1:1",495562
"ENSMUSG00000054312","FBgn0044511","1:1",309864
"ENSMUSG00000015750","FBgn0031458","n:1",840753
"ENSMUSG00000015747","FBgn0261049","1:1",738123
"ENSMUSG00000068856","FBgn0015818","1:1",547410
"ENSMUSG00000015943","FBgn0051126","1:1",741772
"ENSMUSG00000068855","FBgn0051618","n:m",NA
"ENSMUSG00000068855","FBgn0053808","n:m",NA
"ENSMUSG00000068855","FBgn0053814","n:m",NA
"ENSMUSG00000068855","FBgn0053817","n:m",NA
"ENSMUSG00000068855","FBgn0053820","n:m",NA
"ENSMUSG00000068855","FBgn0053823","n:m",NA
"ENSMUSG00000068855","FBgn0053826","n:m",NA
"ENSMUSG00000068855","FBgn0053829","n:m",NA
"ENSMUSG00000068855","FBgn0053832","n:m",NA
"ENSMUSG00000068855","FBgn0053835","n:m",NA
"ENSMUSG00000068855","FBgn0053838","n:m",NA
"ENSMUSG00000068855","FBgn0053841","n:m",NA
"ENSMUSG00000068855","FBgn0053844","n:m",NA
"ENSMUSG00000068855","FBgn0053847","n:m",NA
"ENSMUSG00000068855","FBgn0053850","n:m",NA
"ENSMUSG00000068855","FBgn0053853","n:m",NA
"ENSMUSG00000068855","FBgn0053856","n:m",NA
"ENSMUSG00000068855","FBgn0053859","n:m",NA
"ENSMUSG00000068855","FBgn0053862","n:m",862326
"ENSMUSG00000068855","FBgn0053865","n:m",NA
"ENSMUSG00000081058","FBgn0053803","n:m",NA
"ENSMUSG00000081058","FBgn0051613","n:m",NA
"ENSMUSG00000081058","FBgn0053806","n:m",NA
"ENSMUSG00000081058","FBgn0053809","n:m",NA
"ENSMUSG00000081058","FBgn0053812","n:m",NA
"ENSMUSG00000081058","FBgn0053815","n:m",NA
"ENSMUSG00000081058","FBgn0053818","n:m",NA
"ENSMUSG00000081058","FBgn0053821","n:m",NA
"ENSMUSG00000081058","FBgn0053824","n:m",NA
"ENSMUSG00000081058","FBgn0053827","n:m",NA
"ENSMUSG00000081058","FBgn0053830","n:m",NA
"ENSMUSG00000081058","FBgn0053833","n:m",NA
"ENSMUSG00000081058","FBgn0053836","n:m",NA
"ENSMUSG00000081058","FBgn0053839","n:m",NA
"ENSMUSG00000081058","FBgn0053842","n:m",NA
"ENSMUSG00000081058","FBgn0053845","n:m",NA
"ENSMUSG00000081058","FBgn0053848","n:m",NA
"ENSMUSG00000081058","FBgn0053851","n:m",NA
"ENSMUSG00000081058","FBgn0053854","n:m",NA
"ENSMUSG00000081058","FBgn0053857","n:m",NA
"ENSMUSG00000081058","FBgn0053860","n:m",NA
"ENSMUSG00000081058","FBgn0053863","n:m",NA
"ENSMUSG00000081058","FBgn0053866","n:m",NA
"ENSMUSG00000063954","FBgn0051618","n:m",NA
"ENSMUSG00000063954","FBgn0053808","n:m",NA
"ENSMUSG00000063954","FBgn0053814","n:m",NA
"ENSMUSG00000063954","FBgn0053817","n:m",NA
"ENSMUSG00000063954","FBgn0053820","n:m",NA
"ENSMUSG00000063954","FBgn0053823","n:m",NA
"ENSMUSG00000063954","FBgn0053826","n:m",NA
"ENSMUSG00000063954","FBgn0053829","n:m",NA
"ENSMUSG00000063954","FBgn0053832","n:m",NA
"ENSMUSG00000063954","FBgn0053835","n:m",NA
"ENSMUSG00000063954","FBgn0053838","n:m",NA
"ENSMUSG00000063954","FBgn0053841","n:m",NA
"ENSMUSG00000063954","FBgn0053844","n:m",NA
"ENSMUSG00000063954","FBgn0053847","n:m",NA
"ENSMUSG00000063954","FBgn0053850","n:m",NA
"ENSMUSG00000063954","FBgn0053853","n:m",NA
"ENSMUSG00000063954","FBgn0053856","n:m",NA
"ENSMUSG00000063954","FBgn0053859","n:m",NA
"ENSMUSG00000063954","FBgn0053862","n:m",NA
"ENSMUSG00000063954","FBgn0053865","n:m",NA
"ENSMUSG00000064220","FBgn0051618","n:m",NA
"ENSMUSG00000064220","FBgn0053808","n:m",NA
"ENSMUSG00000064220","FBgn0053814","n:m",NA
"ENSMUSG00000064220","FBgn0053817","n:m",NA
"ENSMUSG00000064220","FBgn0053820","n:m",NA
"ENSMUSG00000064220","FBgn0053823","n:m",NA
"ENSMUSG00000064220","FBgn0053826","n:m",NA
"ENSMUSG00000064220","FBgn0053829","n:m",NA
"ENSMUSG00000064220","FBgn0053832","n:m",NA
"ENSMUSG00000064220","FBgn0053835","n:m",NA
"ENSMUSG00000064220","FBgn0053838","n:m",NA
"ENSMUSG00000064220","FBgn0053841","n:m",NA
"ENSMUSG00000064220","FBgn0053844","n:m",NA
"ENSMUSG00000064220","FBgn0053847","n:m",NA
"ENSMUSG00000064220","FBgn0053850","n:m",NA
"ENSMUSG00000064220","FBgn0053853","n:m",NA
"ENSMUSG00000064220","FBgn0053856","n:m",NA
"ENSMUSG00000064220","FBgn0053859","n:m",862325
"ENSMUSG00000064220","FBgn0053862","n:m",NA
"ENSMUSG00000064220","FBgn0053865","n:m",NA
"ENSMUSG00000093769","FBgn0053803","n:m",NA
"ENSMUSG00000093769","FBgn0051613","n:m",NA
"ENSMUSG00000093769","FBgn0053806","n:m",NA
"ENSMUSG00000093769","FBgn0053809","n:m",NA
"ENSMUSG00000093769","FBgn0053812","n:m",NA
"ENSMUSG00000093769","FBgn0053815","n:m",497248
"ENSMUSG00000093769","FBgn0053818","n:m",NA
"ENSMUSG00000093769","FBgn0053821","n:m",NA
"ENSMUSG00000093769","FBgn0053824","n:m",NA
"ENSMUSG00000093769","FBgn0053827","n:m",NA
"ENSMUSG00000093769","FBgn0053830","n:m",NA
"ENSMUSG00000093769","FBgn0053833","n:m",NA
"ENSMUSG00000093769","FBgn0053836","n:m",NA
"ENSMUSG00000093769","FBgn0053839","n:m",NA
"ENSMUSG00000093769","FBgn0053842","n:m",NA
"ENSMUSG00000093769","FBgn0053845","n:m",NA
"ENSMUSG00000093769","FBgn0053848","n:m",NA
"ENSMUSG00000093769","FBgn0053851","n:m",NA
"ENSMUSG00000093769","FBgn0053854","n:m",NA
"ENSMUSG00000093769","FBgn0053857","n:m",NA
"ENSMUSG00000093769","FBgn0053860","n:m",NA
"ENSMUSG00000093769","FBgn0053863","n:m",NA
"ENSMUSG00000093769","FBgn0053866","n:m",NA
"ENSMUSG00000091405","FBgn0053909","n:m",NA
"ENSMUSG00000091405","FBgn0051611","n:m",NA
"ENSMUSG00000091405","FBgn0053907","n:m",NA
"ENSMUSG00000091405","FBgn0053905","n:m",NA
"ENSMUSG00000091405","FBgn0053903","n:m",NA
"ENSMUSG00000091405","FBgn0053901","n:m",NA
"ENSMUSG00000091405","FBgn0053899","n:m",NA
"ENSMUSG00000091405","FBgn0053897","n:m",NA
"ENSMUSG00000091405","FBgn0053895","n:m",681437
"ENSMUSG00000091405","FBgn0053893","n:m",NA
"ENSMUSG00000091405","FBgn0053891","n:m",NA
"ENSMUSG00000091405","FBgn0053889","n:m",NA
"ENSMUSG00000091405","FBgn0053887","n:m",NA
"ENSMUSG00000091405","FBgn0053885","n:m",NA
"ENSMUSG00000091405","FBgn0053883","n:m",NA
"ENSMUSG00000091405","FBgn0053881","n:m",NA
"ENSMUSG00000091405","FBgn0053879","n:m",NA
"ENSMUSG00000091405","FBgn0053877","n:m",NA
"ENSMUSG00000091405","FBgn0053875","n:m",NA
"ENSMUSG00000091405","FBgn0053873","n:m",NA
"ENSMUSG00000091405","FBgn0053871","n:m",NA
"ENSMUSG00000091405","FBgn0053869","n:m",NA
"ENSMUSG00000091405","FBgn0013981","n:m",NA
"ENSMUSG00000074403","FBgn0053803","n:m",NA
"ENSMUSG00000074403","FBgn0051613","n:m",NA
"ENSMUSG00000074403","FBgn0053806","n:m",NA
"ENSMUSG00000074403","FBgn0053809","n:m",NA
"ENSMUSG00000074403","FBgn0053812","n:m",NA
"ENSMUSG00000074403","FBgn0053815","n:m",NA
"ENSMUSG00000074403","FBgn0053818","n:m",497246
"ENSMUSG00000074403","FBgn0053821","n:m",NA
"ENSMUSG00000074403","FBgn0053824","n:m",NA
"ENSMUSG00000074403","FBgn0053827","n:m",NA
"ENSMUSG00000074403","FBgn0053830","n:m",NA
"ENSMUSG00000074403","FBgn0053833","n:m",NA
"ENSMUSG00000074403","FBgn0053836","n:m",NA
"ENSMUSG00000074403","FBgn0053839","n:m",NA
"ENSMUSG00000074403","FBgn0053842","n:m",NA
"ENSMUSG00000074403","FBgn0053845","n:m",NA
"ENSMUSG00000074403","FBgn0053848","n:m",NA
"ENSMUSG00000074403","FBgn0053851","n:m",NA
"ENSMUSG00000074403","FBgn0053854","n:m",NA
"ENSMUSG00000074403","FBgn0053857","n:m",NA
"ENSMUSG00000074403","FBgn0053860","n:m",NA
"ENSMUSG00000074403","FBgn0053863","n:m",NA
"ENSMUSG00000074403","FBgn0053866","n:m",NA
"ENSMUSG00000038393","FBgn0035103","1:1",507578
"ENSMUSG00000028104","FBgn0053051","n:1",NA
"ENSMUSG00000049288","FBgn0032230","1:1",842163
"ENSMUSG00000038374","FBgn0033378","n:1",NA
"ENSMUSG00000028102","FBgn0034058","n:1",728607
"ENSMUSG00000028099","FBgn0038057","1:1",854143
"ENSMUSG00000028098","FBgn0037653","n:1",NA
"ENSMUSG00000028096","FBgn0033995","1:1",836078
"ENSMUSG00000038205","FBgn0260972","n:1",706043
"ENSMUSG00000038170","FBgn0038535","n:1",NA
"ENSMUSG00000027879","FBgn0260855","1:1",812259
"ENSMUSG00000027878","FBgn0004647","n:1",NA
"ENSMUSG00000027875","FBgn0010611","n:1",NA
"ENSMUSG00000090817","FBgn0036698","n:1",NA
"ENSMUSG00000095143","FBgn0036698","n:1",NA
"ENSMUSG00000095388","FBgn0036698","n:1",NA
"ENSMUSG00000038092","FBgn0036698","n:1",NA
"ENSMUSG00000063730","FBgn0036698","n:1",NA
"ENSMUSG00000062410","FBgn0036698","n:1",NA
"ENSMUSG00000027869","FBgn0036698","n:1",NA
"ENSMUSG00000027871","FBgn0036698","n:1",550221
"ENSMUSG00000033285","FBgn0038597","1:1",546970
"ENSMUSG00000027865","FBgn0042135","1:1",547614
"ENSMUSG00000044468","FBgn0050497","n:1",NA
"ENSMUSG00000008763","FBgn0259170","n:1",526732
"ENSMUSG00000033161","FBgn0002921","n:1",NA
